model,E_MAE,E_RMSE,E_MAPE_percent,v_MAE,v_MAPE_percent
RandomForest,0.11636498371880703,0.20848212690950083,7.134708598357652,1048144.1319773226,3.3113017144333328
LightGBM,0.1175640387588179,0.21270562812426397,7.946685038277578,1181757.1355226391,3.7264098391157003
XGBoost,0.1242634781817968,0.22659437696654325,8.392193028975887,1270170.593379642,3.91803116932431
CatBoost,0.16154800427159577,0.28109752779180314,10.763875514602576,1603637.8536342124,5.026445479244521
